1,2267,8271
3,9267,9817
5,8000,3889
7,2953,6871
9,1919,6272
11,6922,3154
13,2857,3296
15,7963,9022
17,6372,3268
19,1891,7928
21,6043,4430
23,2986,5617
25,2290,1378
27,5872,4505
29,9368,9541
31,6090,6793
33,8901,9783
35,1574,6204
37,6915,714
39,7984,9979
41,8968,3294
43,9694,9636
45,2481,1483
47,5030,9830
49,6443,5338
51,3327,4476
53,4891,113
55,5972,7155
57,8462,6825
59,7205,4570
61,7306,2381
63,5896,7157
65,9091,4768
67,1469,7310
69,6009,427
71,9887,4697
73,2575,4115
75,3206,5345
77,7255,5571
79,6585,2948
81,8392,2139
83,1872,6184
85,2241,8469
87,1672,8297
89,7640,5439
91,7328,3201
93,8747,9162
95,2544,7778
97,24,8574
99,1290,4899
101,9656,24
103,4088,1236
105,3477,9297
107,7429,5263
109,5693,2284
111,7544,7261
113,3519,8411
115,4458,8306
117,1890,6878
119,9337,5463
121,8116,5610
123,4229,4082
125,2288,6802
127,8439,6740
129,7017,5717
131,9938,1743
133,9715,3188
135,609,3665
137,8177,5101
139,4816,1857
141,8616,3928
143,9847,7941
145,9443,6910
147,977,222
149,6208,9489
151,5995,3873
153,9943,1661
155,8263,8418
157,5899,1305
159,7248,7391
161,9081,3465
163,5128,4022
165,2270,8483
167,3358,8148
169,965,4107
171,1979,7547
173,7693,3982
175,7323,6095
177,5480,5928
179,1417,6974
181,736,7282
183,274,2954
185,7397,7051
187,3612,2660
189,3826,3730
191,6560,1974
193,6173,7741
195,866,2108
197,7548,8441
199,417,4688
201,6741,6383
203,5562,3906
205,7086,6383
207,6183,6496
209,1811,2748
211,3589,7527
213,2054,8996
215,7443,758
217,3137,3498
219,4966,1867
221,6679,9153
223,8025,7901
225,7368,4119
227,66,7094
229,7427,9739
231,9168,2314
233,6566,6669
235,2496,3880
237,7457,8481
239,3919,3324
241,9416,4864
243,698,2382
245,5095,5003
247,4529,9083
249,2368,6204
251,7626,6189
253,1023,4651
255,7761,2138
257,7199,313
259,5101,2310
261,4358,1565
263,8878,2358
265,6827,7513
267,3507,8867
269,6584,6872
271,7480,342
273,970,86
275,5852,7910
277,3605,1227
279,3952,3947
281,9765,5830
283,940,398
285,4863,7443
287,7756,3503
289,7382,8232
291,1863,5874
293,4361,8722
295,2464,6119
297,5609,9366
299,5589,2453
301,9641,6070
303,6197,5443
305,8862,6995
307,4527,3699
309,2886,9402
311,885,7723
313,1685,5756
315,7855,2768
317,5322,5837
319,7532,5793
321,1296,1177
323,5140,1053
325,368,3742
327,4088,8739
329,4564,9338
331,5035,900
333,3510,770
335,3050,9623
337,647,8747
339,6806,9321
341,2028,3977
343,883,9326
345,3971,7842
347,6056,4312
349,7763,1150
351,599,3539
353,9265,5182
355,7639,5771
357,8815,5621
359,7692,9339
361,7039,9607
363,7545,6515
365,8741,4701
367,7163,3973
369,8794,1122
371,8390,7756
373,4781,9838
375,5838,3353
377,1396,3484
379,620,9243
381,7920,7017
383,3728,4810
385,4830,6332
387,1269,7233
389,6586,3100
391,7712,9142
393,4414,3683
395,7122,7894
397,4728,381
399,7213,162
401,7866,8268
403,1379,4592
405,6267,1132
407,7498,5392
409,1755,5054
411,6492,6604
413,6403,6035
415,4667,3002
417,3579,1399
419,5586,6625
421,2965,2551
423,726,8550
425,6934,9488
427,8411,3058
429,8885,7222
431,8899,1761
433,6124,5389
435,3953,4826
437,1036,1032
439,6476,4518
441,5245,5212
443,607,7727
445,818,2847
447,2813,2150
